The Guns of Brixton	The Clash	RATED (mk4) 0864 <96> <= [80,92,87]
Wooden Jesus	Temple Of The Dog	RATED (mk4) 0863 <96> <= [100,88,76]
Remember Tomorrow	Metallica	RATED (mk4) 0862 <96> <= [100,77]
The space between us	Dominik Eulberg & Gabriel Ananda	RATED (mk4) 0862 <96> <= [88,85]
Back to the Start	Anathema	RATED (mk4) 0861 <96> <= [100,86,78,87]
Way Through Woven Branches	ISIS	RATED (mk4) 0860 <96> <= [86]
Take this Bottle	Faith no More	RATED (mk4) 0860 <96> <= [86]
The Queen's Constellation	Junius	RATED (mk4) 0860 <96> <= [86]
Long the Desert Mile	Caspian	RATED (mk4) 0860 <96> <= [86]
Lithium	Nirvana	RATED (mk4) 0860 <96> <= [86]
Jesus Built My Hotrod	Ministry 	RATED (mk4) 0860 <96> <= [86]
Folding Stars (Live At Wembley)	Biffy Clyro	RATED (mk4) 0860 <96> <= [86]
Devil's Waitin'	Black Rebel Motorcycle Club	RATED (mk4) 0860 <96> <= [86]
Benighted	Opeth	RATED (mk4) 0860 <96> <= [86]
Spring MCMLXXIV	Opeth	RATED (mk4) 0860 <96> <= [80,90]
The Hollow	A Perfect Circle	RATED (mk4) 0860 <96> <= [80,90]
The Day the World Went Away	Nine Inch Nails	RATED (mk4) 0860 <96> <= [80,90]
Walk	Foo Fighters	RATED (mk4) 0859 <96> <= [100,87,82,83]
When The Sun Goes Down	Arctic Monkeys	RATED (mk4) 0859 <96> <= [100,82,79]
My Propeller	Arctic Monkeys	RATED (mk4) 0859 <96> <= [100,76,83]
A Thousand Shards of Heaven	Lunatic Soul	RATED (mk4) 0856 <95> <= [100,76]
Stay with Me	Thrice	RATED (mk4) 0856 <95> <= [100,76]
The Siren	Graveyard	RATED (mk4) 0856 <95> <= [100,76]
Mr. Tambourine Man	Bob Dylan	RATED (mk4) 0856 <95> <= [100,76]
It Belongs To Me	Sivert Høyem	RATED (mk4) 0856 <95> <= [82,88]
New Prague	Grails	RATED (mk4) 0854 <95> <= [100,79,80]
The Weight	Thrice	RATED (mk4) 0854 <95> <= [80,89]
Simple Death	Chelsea Wolfe	RATED (mk4) 0854 <95> <= [80,89]
Look Away Lucifer	Madrugada	RATED (mk4) 0854 <95> <= [80,89]
Harmonia	Jakob	RATED (mk4) 0854 <95> <= [80,89]
A Hail Of Bombs	Red Sparowes	RATED (mk4) 0854 <95> <= [80,89]
Get Fucked Stud	Biffy Clyro	RATED (mk4) 0854 <95> <= [80,89]
Conscious Life For Coma Boy	Aereogramme	RATED (mk4) 0854 <95> <= [80,89]
Arcs of Command	Caspian	RATED (mk4) 0854 <95> <= [80,89]
All I Know	Karnivool	RATED (mk4) 0854 <95> <= [80,89]
Pink Panther theme	Henry Mancini	RATED (mk4) 0851 <95> <= [100,84,82,83]
Hey I Like Being Stoned	Low	RATED (mk4) 0850 <95> <= [100,79,82,86]
Sewn And Silent	Karnivool	RATED (mk4) 0850 <95> <= [100,75]
The One	Cult of Luna	RATED (mk4) 0850 <95> <= [100,75]
You Can't Always Get What You Want	The Rolling Stones	RATED (mk4) 0850 <95> <= [85]
Rats	Pearl Jam	RATED (mk4) 0850 <95> <= [85]
One Of A Kind	Placebo	RATED (mk4) 0850 <95> <= [85]
Living Backwards	Aereogramme	RATED (mk4) 0850 <95> <= [85]
The Incident	Porcupine Tree	RATED (mk4) 0850 <95> <= [85]
The Earth Will Shake	Thrice	RATED (mk4) 0850 <95> <= [85]
Don't Ever Stop	The Boxer Rebellion	RATED (mk4) 0850 <95> <= [85]
Bulls on Parade	Rage Against the Machine	RATED (mk4) 0850 <95> <= [85]
Bete Noire	The Gutter Twins	RATED (mk4) 0850 <95> <= [85]
The Undertow	65daysofstatic	RATED (mk4) 0850 <95> <= [80,84,89]
Black Coffee	Rival Sons	RATED (mk4) 0849 <95> <= [80,85,88]
Nice To Know You	Incubus	RATED (mk4) 0848 <95> <= [89,82]
Old White Lincoln	The Gaslight Anthem	RATED (mk4) 0848 <95> <= [83,86]
Tempered With the Blood of Beasts	Capricorns	RATED (mk4) 0848 <95> <= [80,88]
The Ecstatics	Explosions In the Sky	RATED (mk4) 0848 <95> <= [80,88]
Book of Hours	Anekdoten	RATED (mk4) 0848 <95> <= [80,88]
Apollo I : The Writing Writer (Clean Album Version)	Coheed and Cambria	RATED (mk4) 0848 <95> <= [80,88]
Land of Sunshine	Faith no More	RATED (mk4) 0847 <95> <= [100,84,75]
Ether	Behind the Shadow Drops	RATED (mk4) 0846 <95> <= [100,79,85,83]
Death in Rebirth	MONO	RATED (mk4) 0846 <95> <= [80,84,88]
Fiddle and the Drum	A Perfect Circle	RATED (mk4) 0845 <95> <= [100,83,82,82]
Doxxx Yrself	65daysofstatic	RATED (mk4) 0844 <95> <= [80,91,83]
Too Late	Skena	RATED (mk4) 0844 <95> <= [79,88]
Tear You Up	The Pineapple Thief	RATED (mk4) 0842 <94> <= [80,87]
Monolith	65daysofstatic	RATED (mk4) 0842 <94> <= [80,87]
Jambi	Tool	RATED (mk4) 0842 <94> <= [80,87]
For Your Love	The Yardbirds	RATED (mk4) 0842 <94> <= [80,87]
The End Complete III: The End Complete	Coheed and Cambria	RATED (mk4) 0842 <94> <= [80,87]
Mountains	Biffy Clyro	RATED (mk4) 0840 <94> <= [100,86,72]
Washer (Remastered)	Slint	RATED (mk4) 0840 <94> <= [84]
Slipstream Summer	RLYR	RATED (mk4) 0840 <94> <= [84]
Sad Statue 	System of a Down	RATED (mk4) 0840 <94> <= [84]
Remember	Disturbed	RATED (mk4) 0840 <94> <= [84]
Only In My Tears It Lasts	Tiamat	RATED (mk4) 0840 <94> <= [84]
Oil And Water	Incubus	RATED (mk4) 0840 <94> <= [84]
Low End Insight	ASG	RATED (mk4) 0840 <94> <= [84]
Jaguar God	Mastodon	RATED (mk4) 0840 <94> <= [84]
House of the Rising Sun	The Album Leaf	RATED (mk4) 0840 <94> <= [84]
Hoist That Rag	Tom Waits	RATED (mk4) 0840 <94> <= [84]
Haze of Slate (Bonus Track)	Marriages	RATED (mk4) 0840 <94> <= [84]
The Hardest Button to Button	The White Stripes	RATED (mk4) 0840 <94> <= [84]
Apollo I: The Writing Writer	Coheed and Cambria	RATED (mk4) 0840 <94> <= [84]
The Middle	Jimmy Eat World	RATED (mk4) 0840 <94> <= [84,84]
Hammond	Wolf & Cub	RATED (mk4) 0838 <94> <= [82,85]
Efflorescent	BESIDES	RATED (mk4) 0836 <94> <= [92,82,79]
Color Me Once	Violent Femmes	RATED (mk4) 0836 <94> <= [89,80]
Work of Our Hands	A Mote Of Dust	RATED (mk4) 0836 <94> <= [80,86]
Standing In The Rain	Billy Talent	RATED (mk4) 0836 <94> <= [80,86]
Pistol of Fire	Kings of Leon	RATED (mk4) 0836 <94> <= [80,86]
People Who Eat Darkness	Steven Wilson	RATED (mk4) 0836 <94> <= [80,86]
Neurotica (Live in Chicago 28 June 2017)	King Crimson	RATED (mk4) 0836 <94> <= [80,86]
In My Place	Coldplay	RATED (mk4) 0833 <94> <= [100,88,69]
Night Diving	Thrice	RATED (mk4) 0832 <94> <= [100,72]
ManUNkind	Metallica	RATED (mk4) 0832 <94> <= [100,72]
Haavat	Circle	RATED (mk4) 0832 <94> <= [100,72]
They Say	Lou Rhodes	RATED (mk4) 0832 <94> <= [79,86]
1993	Tocotronic	RATED (mk4) 0830 <94> <= [83]
Weapon Of Choice	Black Rebel Motorcycle Club	RATED (mk4) 0830 <94> <= [83]
Tookit	BirdPen	RATED (mk4) 0830 <94> <= [83]
Song of Unborn	Steven Wilson	RATED (mk4) 0830 <94> <= [83]
Singularity	Jon Hopkins	RATED (mk4) 0830 <94> <= [83]
Powdered Wig Machine	Dessert Sessions	RATED (mk4) 0830 <94> <= [83]
A meaningful existence	Aereogramme	RATED (mk4) 0830 <94> <= [83]
Love me to the end (Acoustic)	Deine Lakaien	RATED (mk4) 0830 <94> <= [83]
Just a Man	Faith no More	RATED (mk4) 0830 <94> <= [83]
It Comes in Waves	Tuesday The Sky	RATED (mk4) 0830 <94> <= [83]
Firmament	The Ocean	RATED (mk4) 0830 <94> <= [83]
Deviant Burials	Crippled Black Phoenix	RATED (mk4) 0830 <94> <= [83]
Dark Side of Me (Einzinger and Sanchez Remix)	Coheed and Cambria	RATED (mk4) 0830 <94> <= [83]
Cross the Seas My New Disease	The ills	RATED (mk4) 0830 <94> <= [83]
The Chronicles Of A Bohemian Teenager [Part Two]	Get Cape. Wear Cape. Fly	RATED (mk4) 0830 <94> <= [83]
Caroline, Yes	Kaiser Chiefs	RATED (mk4) 0830 <94> <= [83]
Black Dog	Led Zeppelin	RATED (mk4) 0830 <94> <= [83]
Teenage Exorcists	Mogwai	RATED (mk4) 0830 <94> <= [80,85]
Seasons Past	The Pineapple Thief	RATED (mk4) 0830 <94> <= [80,85]
Rest My Chemistry	Interpol	RATED (mk4) 0830 <94> <= [80,85]
Calla	Russian Circles	RATED (mk4) 0830 <94> <= [80,85]
Bright Lights	Okta Logue	RATED (mk4) 0830 <94> <= [80,85]
Borealis / Contrastellar	65daysofstatic	RATED (mk4) 0830 <94> <= [80,85]
My Hero	Foo Fighters	RATED (mk4) 0829 <93> <= [100,82,72]
Gimme Some More	Busta Rhymes	RATED (mk4) 0829 <93> <= [100,82,72]
Today Dear	Warpaint	RATED (mk4) 0826 <93> <= [100,84,75,81]
Loralyn (And the River Lady Within)	Soup	RATED (mk4) 0824 <93> <= [83,82]
Would?	Alice In Chains	RATED (mk4) 0824 <93> <= [80,84]
Weakness	Opeth	RATED (mk4) 0824 <93> <= [80,84]
Vorel	Russian Circles	RATED (mk4) 0824 <93> <= [80,84]
Procellous	Caspian	RATED (mk4) 0824 <93> <= [80,84]
Living Is A Problem Because Everything Dies	Biffy Clyro	RATED (mk4) 0824 <93> <= [80,84]
Like a River	Long Distance Calling	RATED (mk4) 0824 <93> <= [80,84]
Like a Drug	Queens Of The Stone Age	RATED (mk4) 0824 <93> <= [80,84]
Iskra	Aelita Red	RATED (mk4) 0824 <93> <= [80,84]
Everybody Needs Somebody to Love	The Blues Brothers	RATED (mk4) 0824 <93> <= [80,84]
Daedalus	Thrice	RATED (mk4) 0824 <93> <= [80,84]
Choreography	Cire	RATED (mk4) 0824 <93> <= [80,84]
Afloat	Riverside	RATED (mk4) 0824 <93> <= [80,84]
I don't care as long as you sing	Beatsteaks	RATED (mk4) 0820 <93> <= [100,82,70]
We Got the Right	Helloween	RATED (mk4) 0820 <93> <= [82]
To the mountains	Satyricon	RATED (mk4) 0820 <93> <= [82]
There You Are	Aswekeepsearching	RATED (mk4) 0820 <93> <= [82]
Swallow	Belasco	RATED (mk4) 0820 <93> <= [82]
Set Your Arms Down	Warpaint	RATED (mk4) 0820 <93> <= [82]
Many Shades of Black	The Raconteurs	RATED (mk4) 0820 <93> <= [82]
Lines in the Sand	Sparta	RATED (mk4) 0820 <93> <= [82]
The Light & The Glass	Coheed and Cambria	RATED (mk4) 0820 <93> <= [82]
King George	Dover	RATED (mk4) 0820 <93> <= [82]
Killers (live)	Iron Maiden	RATED (mk4) 0820 <93> <= [82]
I Am A Revenant	The Distillers	RATED (mk4) 0820 <93> <= [82]
Halo Of Nembutals	The Mars Volta	RATED (mk4) 0820 <93> <= [82]
Ghost Key (Alt Demo Version)	ISIS	RATED (mk4) 0820 <93> <= [82]
Forest	System of a Down	RATED (mk4) 0820 <93> <= [82]
Die For Rock & Roll	Dover	RATED (mk4) 0820 <93> <= [82]
The Dark Sentencer	Coheed and Cambria	RATED (mk4) 0820 <93> <= [82]
Artifical Red	Mad Season	RATED (mk4) 0820 <93> <= [82]
The Air Near My Fingers	The White Stripes	RATED (mk4) 0820 <93> <= [82]
Starhammer	Motorpsycho	RATED (mk4) 0820 <93> <= [82,82]
So Long, and Thanks For All the Fish	A Perfect Circle	RATED (mk4) 0820 <93> <= [82,82]
Deesh	Mogwai	RATED (mk4) 0820 <93> <= [80,84,82]
Indiscretion #243	Aereogramme	RATED (mk4) 0819 <93> <= [80,82,83]
Scared and Alone	Crippled Black Phoenix	RATED (mk4) 0818 <93> <= [86,79]
Spit Out the Bone	Metallica	RATED (mk4) 0818 <93> <= [80,83]
A Loneliness	The Pineapple Thief	RATED (mk4) 0818 <93> <= [80,83]
Line Them All Up	Black Mountain	RATED (mk4) 0818 <93> <= [80,83]
Lazarus (Album Version)	Porcupine Tree	RATED (mk4) 0818 <93> <= [80,83]
In These Hands	The Butterfly Effect	RATED (mk4) 0818 <93> <= [80,83]
Hercules Climbs the White Mountain	Robin Foster	RATED (mk4) 0818 <93> <= [80,83]
Haunt	Black Rebel Motorcycle Club	RATED (mk4) 0818 <93> <= [80,83]
Everlong (Acoustic Version)	Foo Fighters	RATED (mk4) 0818 <93> <= [80,83]
Cusp of Eternity	Opeth	RATED (mk4) 0818 <93> <= [80,83]
CHEETAHT2 [Ld spectrum]	Aphex Twin	RATED (mk4) 0818 <93> <= [80,83]
The Birthday Party	Steven Wilson	RATED (mk4) 0818 <93> <= [80,83]
Fade Out	Rival Sons	RATED (mk4) 0817 <92> <= [80,83,82]
One armed boxer	Crippled Black Phoenix	RATED (mk4) 0816 <92> <= [100,79,71]
Trans Europa Express / Metall auf Metall / Abzug (3-D)	Kraftwerk	RATED (mk4) 0816 <92> <= [84,80]
Infinite Orbit	Explosions In the Sky	RATED (mk4) 0816 <92> <= [78,84]
Too Many Years	Iamthemorning	RATED (mk4) 0814 <92> <= [100,69]
Girl in Amber	Nick Cave & The Bad Seeds	RATED (mk4) 0814 <92> <= [100,69]
Ghostriders In the Sky (Bonus Track)	Children of Bodom	RATED (mk4) 0814 <92> <= [100,69]
Die Eier Von Satan	Tool	RATED (mk4) 0813 <92> <= [100,78,71]
Post Acid Youth	Amplifier	RATED (mk4) 0812 <92> <= [80,82]
Moving On	Lunatic Soul	RATED (mk4) 0812 <92> <= [80,82]
Mobius	A Tribe Called Quest	RATED (mk4) 0812 <92> <= [80,82]
Matmos	Amplifier	RATED (mk4) 0812 <92> <= [80,82]
House Of Valparaiso	Calexico	RATED (mk4) 0812 <92> <= [80,82]
Death Whispered a Lullaby	Opeth	RATED (mk4) 0812 <92> <= [80,82]
Angelica	Anathema	RATED (mk4) 0812 <92> <= [80,82]
Approaching Transition	Cult of Luna & Julie Christmas	RATED (mk4) 0811 <92> <= [80,78,84]
Unbelivable	The EMF	RATED (mk4) 0810 <92> <= [81]
Pity And Fear	Death Cab For Cutie	RATED (mk4) 0810 <92> <= [81]
One	Apocalyptica	RATED (mk4) 0810 <92> <= [81]
Of Joy	Besides	RATED (mk4) 0810 <92> <= [81]
No Medicine for Regret	Mogwai	RATED (mk4) 0810 <92> <= [81]
Near to Fire for Bricks	The Black Heart Rebellion	RATED (mk4) 0810 <92> <= [81]
Martyrs	Get Well Soon	RATED (mk4) 0810 <92> <= [81]
A Life Well Lived	Soup	RATED (mk4) 0810 <92> <= [81]
Hypnotize	The White Stripes	RATED (mk4) 0810 <92> <= [81]
A Forest (Acoustic)	The Cure	RATED (mk4) 0810 <92> <= [81]
Between the End and Where We Lie	Thrice	RATED (mk4) 0810 <92> <= [81]
Fiesta	The Pogues	RATED (mk4) 0808 <92> <= [85,78]
Susie Q	Creedence Clearwater Revival	RATED (mk4) 0806 <91> <= [80,81]
Summer Night Horizon	Anathema	RATED (mk4) 0806 <91> <= [80,81]
Set Fire to the Hive	Karnivool	RATED (mk4) 0806 <91> <= [80,81]
Sad Heart of Mine	Caspian	RATED (mk4) 0806 <91> <= [80,81]
Minion's Song	Amplifier	RATED (mk4) 0806 <91> <= [80,81]
Mach Schau	...And You Will Know Us By The Trail Of Dead	RATED (mk4) 0806 <91> <= [80,81]
The Caudal Lure	Karnivool	RATED (mk4) 0806 <91> <= [80,81]
Black Chandelier	Biffy Clyro	RATED (mk4) 0806 <91> <= [80,81]
Delta Of Venus	Anywhere	RATED (mk4) 0806 <91> <= [77,83]
Strip the Soul	Porcupine Tree	RATED (mk4) 0800 <91> <= [80]
The Pleasant Surprise	Intronaut	RATED (mk4) 0800 <91> <= [80]
Kætteren	Myrkur	RATED (mk4) 0800 <91> <= [80]
Innerverse	Nick Devon	RATED (mk4) 0800 <91> <= [80]
Stellar	MONO	RATED (mk4) 0800 <91> <= [80,80]
Stanislav Petrov	Right Hand Left Hand	RATED (mk4) 0800 <91> <= [80,80]
Optimistic	Radiohead	RATED (mk4) 0800 <91> <= [80,80]
A Natural Disaster	Anathema	RATED (mk4) 0800 <91> <= [80,80]
Jonestown Martin	Crippled Black Phoenix	RATED (mk4) 0800 <91> <= [80,80]
I Am The Morning	Oceansize	RATED (mk4) 0800 <91> <= [80,80]
Gemini	Black Map	RATED (mk4) 0800 <91> <= [80,80]
Blueprint for a Slow Machine	65daysofstatic	RATED (mk4) 0800 <91> <= [80,80]
The Autumn Effect	10 Years	RATED (mk4) 0800 <91> <= [80,80]
Pagan Poetry	Bjork	RATED (mk4) 0799 <91> <= [80,81,79]
No Really, Everything's Fine	Aereogramme	RATED (mk4) 0799 <91> <= [80,75,83]
Mindf****r	Monster Magnet	RATED (mk4) 0798 <91> <= [81,79]
Window and the Watcher	The Butterfly Effect	RATED (mk4) 0794 <90> <= [80,79]
Waking Up	10 Years	RATED (mk4) 0794 <90> <= [80,79]
A Ton Of Love	Editors	RATED (mk4) 0794 <90> <= [80,79]
Sur la planche 2013	La Femme	RATED (mk4) 0794 <90> <= [80,79]
Supermaster	A Place to Bury Strangers	RATED (mk4) 0794 <90> <= [80,79]
Roquefort (with Empire Horns)	Karnivool	RATED (mk4) 0794 <90> <= [80,79]
Landing Cliffs	Explosions In the Sky	RATED (mk4) 0794 <90> <= [80,79]
Kalahari Suite	Emmanuel Abdul-Rahim	RATED (mk4) 0794 <90> <= [80,79]
Home & Minor	Oceansize	RATED (mk4) 0794 <90> <= [80,79]
Hollow Bones, Pt. 1	Rival Sons	RATED (mk4) 0794 <90> <= [80,79]
Hickory'54	Caspian	RATED (mk4) 0794 <90> <= [80,79]
Halls of the Summer	Caspian	RATED (mk4) 0794 <90> <= [80,79]
Even Less	Porcupine Tree	RATED (mk4) 0794 <90> <= [80,79]
diskhat ALL prepared1mixed 13	Aphex Twin	RATED (mk4) 0794 <90> <= [80,79]
The Commotion (Big Time Party Maker)	Amplifier	RATED (mk4) 0794 <90> <= [80,79]
Afraid of Heights (Demo Version)	Billy Talent	RATED (mk4) 0794 <90> <= [80,79]
Positive Shadow, Negative Light	Behind the Shadow Drops	RATED (mk4) 0792 <90> <= [60,92]
Fancy	The Yeah Yeah Yeahs	RATED (mk4) 0790 <90> <= [100,65]
By and Down the River	A Perfect Circle	RATED (mk4) 0790 <90> <= [88,73,77]
Young Wicked	Chevelle	RATED (mk4) 0790 <90> <= [80,78,79]
9/15ths	Biffy Clyro	RATED (mk4) 0790 <90> <= [79]
X-Ray Mind	Mad Season	RATED (mk4) 0790 <90> <= [79]
Temporary Peace	Anathema	RATED (mk4) 0790 <90> <= [79]
Sinner In The Sea	Calexico	RATED (mk4) 0790 <90> <= [79]
Ramo verde	Radio Tarifa	RATED (mk4) 0790 <90> <= [79]
Pendulous Threads	Incubus	RATED (mk4) 0790 <90> <= [79]
Passive Aggressive	Placebo	RATED (mk4) 0790 <90> <= [79]
Overboard	Russian Circles	RATED (mk4) 0790 <90> <= [79]
Medea	God Is an Astronaut	RATED (mk4) 0790 <90> <= [79]
Lost In Hollywood	System of a Down	RATED (mk4) 0790 <90> <= [79]
In My Eyes	Rage Against The Machine	RATED (mk4) 0790 <90> <= [79]
I Want a Forest	Editors	RATED (mk4) 0790 <90> <= [79]
Hallelujah	Rufus Wainwright	RATED (mk4) 0790 <90> <= [79]
Gently	Slipknot	RATED (mk4) 0790 <90> <= [79]
Dickes B.	Seeed Feat. Black Kappa	RATED (mk4) 0790 <90> <= [79]
Deal With the Digger	Okta Logue	RATED (mk4) 0790 <90> <= [79]
The Botanist	Sleep	RATED (mk4) 0790 <90> <= [79]
The Birds	Elbow	RATED (mk4) 0790 <90> <= [79]
Bandoliers	Them Crooked Vultures	RATED (mk4) 0790 <90> <= [79]
Apocalypse Please	Muse	RATED (mk4) 0790 <90> <= [79]
Antitaxi	La Femme	RATED (mk4) 0790 <90> <= [79]
Real Estate	Cire	RATED (mk4) 0788 <90> <= [80,78]
Cocainium	Baroness	RATED (mk4) 0788 <90> <= [80,78]
Challenger Part 1 - Flight	We Lost the Sea	RATED (mk4) 0788 <90> <= [80,78]
Beats Like a Helix	65daysofstatic	RATED (mk4) 0788 <90> <= [80,78]
Abraham's Daughter	Arcade Fire	RATED (mk4) 0788 <90> <= [80,78]
Hidden Shadows	Herbie Hancock	RATED (mk4) 0784 <89> <= [100,64]
15 Step	Radiohead	RATED (mk4) 0782 <89> <= [80,77]
Wooden Scythe	The Old Wind	RATED (mk4) 0782 <89> <= [80,77]
Sister	Mark Lanegan Band	RATED (mk4) 0782 <89> <= [80,77]
Simple Boy	Karnivool	RATED (mk4) 0782 <89> <= [80,77]
Resilience	Lost in Kiev	RATED (mk4) 0782 <89> <= [80,77]
Really, How'd It Get This Way?	Crippled Black Phoenix	RATED (mk4) 0782 <89> <= [80,77]
Promises	Thrice	RATED (mk4) 0782 <89> <= [80,77]
Paris 2012 (Bonus Track)	La Femme	RATED (mk4) 0782 <89> <= [80,77]
Nadusilma	Ahmed Abdul-Malik	RATED (mk4) 0782 <89> <= [80,77]
Letters to the Metro	Mogwai	RATED (mk4) 0782 <89> <= [80,77]
Insomnia	Lost in Kiev	RATED (mk4) 0782 <89> <= [80,77]
Heaven Knows	Boysetsfire	RATED (mk4) 0782 <89> <= [80,77]
Eagle Tax	Mogwai	RATED (mk4) 0782 <89> <= [80,77]
By Your Side	Warpaint	RATED (mk4) 0782 <89> <= [80,77]
Bolivian Ending (feat. Danny Carey & Jimmy Earle)	Rajas	RATED (mk4) 0782 <89> <= [80,77]
Atlas, Rise!	Metallica	RATED (mk4) 0782 <89> <= [80,77]
#Addicted	Riverside	RATED (mk4) 0782 <89> <= [80,77]
Wedding Nails	Porcupine Tree	RATED (mk4) 0780 <89> <= [78]
Takk...	Sigur Rós	RATED (mk4) 0780 <89> <= [78]
Special N	Mogwai	RATED (mk4) 0780 <89> <= [78]
Knocked Up	Kings of Leon	RATED (mk4) 0780 <89> <= [78]
Ithica 27 Ø 9	Mogwai	RATED (mk4) 0780 <89> <= [78]
Fades The Sun	The Duke Spirit	RATED (mk4) 0780 <89> <= [78]
Autobahn (3-D)	Kraftwerk	RATED (mk4) 0780 <89> <= [78]
Running battle	Kasabian	RATED (mk4) 0780 <89> <= [78,78]
The Law	Editors	RATED (mk4) 0780 <89> <= [60,84,86]
21st Century Schizoid Man (Live in Chicago 28 June 2017)	King Crimson	RATED (mk4) 0776 <89> <= [80,76]
Umbra	Karnivool	RATED (mk4) 0776 <89> <= [80,76]
Momentum	Long Distance Calling	RATED (mk4) 0776 <89> <= [80,76]
Love me to the end	Deine Lakaien	RATED (mk4) 0774 <88> <= [81,75]
The Contrarian	A Perfect Circle	RATED (mk4) 0772 <88> <= [70,82]
Whistleblower	Thrice	RATED (mk4) 0770 <88> <= [80,75]
March of the Samsara	Junius	RATED (mk4) 0770 <88> <= [80,75]
Death Rays	Mogwai	RATED (mk4) 0770 <88> <= [80,75]
Dance Little Liar	Arctic Monkeys	RATED (mk4) 0770 <88> <= [80,75]
River of Deceit	Mad Season	RATED (mk4) 0770 <88> <= [77]
A New Architecture	Trevor de Brauw	RATED (mk4) 0770 <88> <= [77]
McFearless	Kings of Leon	RATED (mk4) 0770 <88> <= [77]
Frustrated Operator	A Place to Bury Strangers	RATED (mk4) 0770 <88> <= [77]
Antenne (3-D)	Kraftwerk	RATED (mk4) 0770 <88> <= [77]
Out There	Long Distance Calling	RATED (mk4) 0768 <88> <= [72,80]
China Girl	David Bowie	RATED (mk4) 0768 <88> <= [60,88]
Nineteen Hundred Ninety Three AD	Tocotronic	RATED (mk4) 0764 <87> <= [83,72]
Head Like a Haunted House	Queens of the Stone Age	RATED (mk4) 0764 <87> <= [80,74]
A Brain in a Bottle	Thom Yorke	RATED (mk4) 0764 <87> <= [80,74]
Get the Lead Out	A Perfect Circle	RATED (mk4) 0760 <87> <= [82,72]
My Thieving Heart (feat. Marie Munroe)	Sivert Høyem	RATED (mk4) 0760 <87> <= [76]
Creek Mary's Blood	Nightwish	RATED (mk4) 0760 <87> <= [76]
The Unlikely Event of a Water Landing	Intronaut	RATED (mk4) 0760 <87> <= [76,76]
Voluntary Slavery	Beardfish	RATED (mk4) 0760 <87> <= [60,80,84]
Waking Season	Caspian	RATED (mk4) 0758 <87> <= [80,73]
Voodoo In My Blood	Massive Attack & Young Fathers	RATED (mk4) 0758 <87> <= [80,73]
Sleepwalk City	65daysofstatic	RATED (mk4) 0758 <87> <= [80,73]
Sense of Fear	The Pineapple Thief	RATED (mk4) 0758 <87> <= [80,73]
Perfect Day	Lou Reed	RATED (mk4) 0758 <87> <= [80,73]
Opposite	Biffy Clyro	RATED (mk4) 0758 <87> <= [80,73]
In Every Mind	Red Sparowes	RATED (mk4) 0758 <87> <= [80,73]
Darvaz	Right Hand Left Hand	RATED (mk4) 0758 <87> <= [80,73]
This Place Is a Dream	Soup	RATED (mk4) 0756 <87> <= [66,82]
Pretty Face	Rival Sons	RATED (mk4) 0752 <86> <= [80,72]
The National Anthem	Radiohead	RATED (mk4) 0752 <86> <= [80,72]
Four Walled World	Temple Of The Dog	RATED (mk4) 0752 <86> <= [80,72]
Avalanche	Ohgod!	RATED (mk4) 0752 <86> <= [80,72]
Atlantic	Thrice	RATED (mk4) 0752 <86> <= [80,72]
Stamp Of Origin: Horizon	Dredg	RATED (mk4) 0750 <86> <= [75]
La femme	La Femme	RATED (mk4) 0750 <86> <= [75]
Deja Voodoo	Kenny Wayne Shepherd	RATED (mk4) 0750 <86> <= [75]
Mlàdek	Russian Circles	RATED (mk4) 0750 <86> <= [60,85]
Take It There	Massive Attack, Tricky & 3D	RATED (mk4) 0746 <85> <= [80,71]
Mostly Waving	Emily Haines	RATED (mk4) 0746 <85> <= [80,71]
Code	Black Map	RATED (mk4) 0746 <85> <= [80,71]
Hypsoline	La Femme	RATED (mk4) 0744 <85> <= [76,69,77]
Rowing	Soundgarden	RATED (mk4) 0744 <85> <= [60,84]
Pulsar	Earthlimb	RATED (mk4) 0744 <85> <= [60,84]
King	TesseracT	RATED (mk4) 0742 <85> <= [64,81]
Storyteller (feat. Jordan Rudess)	Gleb Kolyadin	RATED (mk4) 0740 <85> <= [80,70]
Magnolia	The Pineapple Thief	RATED (mk4) 0740 <85> <= [80,70]
Cure For Optimism	Porcupine Tree	RATED (mk4) 0740 <85> <= [80,70]
Hourglass	A Perfect Circle	RATED (mk4) 0740 <85> <= [79,72,72]
When	Taproot	RATED (mk4) 0740 <85> <= [74]
Shadows	Warpaint	RATED (mk4) 0740 <85> <= [74]
Information	Dredg	RATED (mk4) 0740 <85> <= [74]
I Play A Song For You	Sioen	RATED (mk4) 0740 <85> <= [74]
Heartattack In a Layby	Porcupine Tree	RATED (mk4) 0740 <85> <= [74]
From Bollywood To Battersea (War Child)	Baby Shambles	RATED (mk4) 0740 <85> <= [74]
Friday On My Mind	Gary Moore	RATED (mk4) 0740 <85> <= [74]
The Arrow	TesseracT	RATED (mk4) 0740 <85> <= [74]
Eat the Elephant	A Perfect Circle	RATED (mk4) 0740 <85> <= [68,78]
Hybrid Times	Riverside	RATED (mk4) 0738 <84> <= [60,83]
The Gravedigger's Song	Mark Lanegan Band	RATED (mk4) 0738 <84> <= [60,83]
This Is Hardcore	Pulp	RATED (mk4) 0737 <84> <= [40,83,90]
Yellow Theme	Baroness	RATED (mk4) 0734 <84> <= [80,69]
